"","ParksID","InspectionID","NextToAnotherGarden","TotalFenceLength","TotalSidewalkArea","TotalSidewalkLength","OnSiteService","HydrantW_in15ft","HydrantOnGardenSide","RainHarvesting","RainGallons","SolarPanels","CompostSystem","CompostTumblers","NonFoodPlants","Food","OpenLawnOrCommunalArea","PavedArea","TreesInGarden","FruitTrees","StreetTrees","EmptyTreePits","Murals","BlankShed","ParksSign","Chickens","Pond","FishInPond","Turtles","Aquaponics","FarmersMarket","CSApickup","Composting","Greenhouse","StructureForSeasonExtension","assemblydist","borough","communityboard","congressionaldist","coundist","gardenname","juris","multipolygon","openhrsf","openhrsm","openhrssa","openhrssu","openhrsth","openhrstu","openhrsw","policeprecinct","statesenatedist","status","zipcode"
"95","B504-GT001",431,"false",380,800,80,"false","false","true","false",NA,"false","false","false","true","true","false","false","true","true","false","false","false","true","true","false","false","","false","false","false","false","false","false","false",58,"B",318,8,42,"Ponderosa Garden","DPR","MULTIPOLYGON (((-73.89676480148275 40.64923054819362, -73.89694605798971 40.6493934740156, -73.89721937015811 40.64921391302127, -73.89716342350141 40.649163676228426, -73.89712612695944 40.64913018501899, -73.89712495808635 40.64912913486972, -73.89703820578501 40.64905092737469, -73.89676480148275 40.64923054819362)))","10:00 a.m. - 1:00 p.m. &  2:00 p.m. - 5:00 p.m.","4:00 p.m. - 6:00 p.m.","9:00 a.m. - 2:00 p.m.","4:30 p.m. -  6:00 p.m.","9:00 a.m. - 11a.m. &   6:30 p.m.  -  8:30 p.m.","2:00 p.m. - 5:00 p.m. &  6:30 p.m. - 8:30 p.m.","8:30 a.m.  -  2:00 p.m.",69,19,"Active",11236
"96","B505-GT001",497,"false",151,2691,148,"false","true","true","false",NA,"false","false","false","false","true","false","false","true","true","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false",55,"B",316,9,41,"Sterling Community Group Garden","DPR","MULTIPOLYGON (((-73.9220470932195 40.67136182599993, -73.92222288473975 40.67137135176336, -73.92224762098935 40.6711086871679, -73.92207182056686 40.6710992721989, -73.9220470932195 40.67136182599993)))","9:00 a.m. - 4:00 p.m.","9:00 a.m. - 4:00 p.m.","8:00 a.m. - 6:00 p.m.","8:00 a.m. - 6:00 p.m.","9:00 a.m. - 4:00 p.m.","9:00 a.m. - 4:00 p.m.","9:00 a.m. - 4:00 p.m.",73,25,"Active",11233
"97","B506-GT001",440,"false",280,600,40,"false","false","true","false",0,"false","false","false","true","true","true","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false",60,"B",305,8,42,"Prophecy Garden","DPR","MULTIPOLYGON (((-73.8948894993946 40.65921655751808, -73.89492545504895 40.65926413857807, -73.8952362527929 40.65913225045302, -73.8952003005382 40.659084667691644, -73.8948894993946 40.65921655751808)))","","","","9:00 a.m  -  4:00 p.m.","","9:00 a.m. - 6:00 p.m","",75,19,"Active",11207
"98","B507-GT001",28,"false",247.5,409.5,63,"false","true","true","false",NA,"false","true","false","true","true","true","false","true","true","false","false","true","true","true","false","false","","false","false","false","false","true","false","false",56,"B",303,8,36,"A Better Community Garden","DPR","MULTIPOLYGON (((-73.9280218606341 40.678133775453, -73.92830105284126 40.67811548291184, -73.9282653737869 40.67795182451582, -73.92795699750879 40.67793369628759, -73.92793917366689 40.67810212823227, -73.92802467847635 40.678107154394674, -73.9280218606341 40.678133775453)))","","1:00 p.m. - 5 ;00 p.m.","9:00 a.m. - 12:00 p.m.","10:00 a.m. - 12:00 p.m.","","8:00 a.m. - 11:00 a.m.","",81,20,"Active",11233
"99","B507-GT002",568,"false",0,1257.5,141,"false","false","true","true",240,"false","false","true","true","true","true","false","true","true","true","false","false","true","false","false","false","","false","false","false","false","true","false","false",56,"B",303,8,36,"Garden of Life (Brooklyn)","DPR","MULTIPOLYGON (((-73.92821739009075 40.67826390853491, -73.92820249642004 40.6783930474767, -73.92820371703198 40.678393114876435, -73.92827093468844 40.6783968092882, -73.92836349189139 40.67840189632706, -73.9283087164493 40.67815063748322, -73.92820093674568 40.67814430179334, -73.92821739009075 40.67826390853491)))","1:00 p.m. - 2:30 p.m.","1:00 p.m. - 2:30 p.m.","8:00 a.m. - 9:30 a.m.","1:00 p.m. - 2:30 p.m.","1:00 p.m. - 2:30 p.m.","8:00 a.m. - 9:30 a.m.","8:00 a.m. - 9:30 a.m.",81,20,"Active",11233
"100","B508-GT001",533,"false",136,923,71,"true","false","false","true",60,"false","true","true","true","true","true","false","true","false","true","false","false","true","true","false","false","","false","false","false","false","true","false","false",56,"B",303,8,36,"Vernon Cases Community Garden","DPR","MULTIPOLYGON (((-73.9502075713559 40.694424737934575, -73.95045927884844 40.694395658236374, -73.9504030054867 40.69410878192175, -73.95015130023576 40.69413786149841, -73.9502075713559 40.694424737934575)))","","","12:00 p.m. - 5:00 p.m.","12:00 p.m. - 5:00 p.m.","","","",79,25,"Active",11206
"101","B509-GT001",433,"false",320,1280,160,"false","false","false","false",NA,"false","false","false","true","true","true","false","true","true","true","false","false","false","true","false","false","","false","false","false","false","false","false","false",54,"B",305,8,37,"Poppa & Momma Jones Historical Garden","DPR","MULTIPOLYGON (((-73.8899446241368 40.67165570089252, -73.88991269886485 40.67152973949366, -73.8895538956388 40.67158196051973, -73.8895861715878 40.67170931275115, -73.8899446241368 40.67165570089252)))","","","7:00 a.m. - 1:00 p.m.","7:00 a.m. - 1:00 p.m.","","","5:30 p.m. - 6:30 p.m.",75,19,"Active",11207
"102","B510-GT001",366,"false",0,1600,100,"false","true","false","false",NA,"false","false","false","false","false","false","false","true","true","false","false","true","false","true","false","false","","false","false","false","false","false","false","false",55,"B",316,8,41,"Fred McLeod Community Garden","DPR","MULTIPOLYGON (((-73.91633621882795 40.669221196893076, -73.91626715221126 40.66923139541644, -73.91619283590138 40.66924236992095, -73.91612205759566 40.669252821956235, -73.91605127926891 40.66926327304748, -73.91598050092 40.66927372409514, -73.91605270728606 40.6695485098011, -73.91640842660382 40.66949598147698, -73.91633621882795 40.669221196893076)))","","","11:00 a.m. -  5:00 p.m.","","","","12:00 p.m. - 2:00 p.m.",73,25,"Active",11212
"103","B511-GT001",308,"false",182,1030,103,"false","true","true","false",NA,"false","true","false","true","true","true","false","true","true","true","false","true","true","true","false","false","","false","false","false","false","true","true","false",55,"B",316,8,41,"Jes Good Rewards Children's Garden","DPR","MULTIPOLYGON (((-73.91386917464887 40.66696365741263, -73.91380321774024 40.666725095489234, -73.91379527450516 40.66669636397048, -73.91345346440492 40.666754901130645, -73.91343588428569 40.666757911836825, -73.91343555071025 40.66675796921886, -73.91343024307987 40.66675887834832, -73.91342917492963 40.66675906124984, -73.91343241065258 40.66677177717267, -73.91349527452128 40.66701882344705, -73.9138592209097 40.666965125905854, -73.91386917464887 40.66696365741263)))","1:00 p.m. - 3:00 p.m.","1:00 p.m. - 3:00 p.m.","1:00 p.m. - 6:00 p.m.","","1:00 p.m. - 3:00 p.m.","1:00 p.m. - 3:00 p.m.","1:00 p.m. - 3:00 p.m.",73,25,"Active",11212
"104","B512-GT001",513,"false",0,1280,80,"false","false","false","false",NA,"false","true","false","true","true","true","false","true","true","false","false","true","false","true","false","false","","false","false","false","false","true","false","false",55,"B",316,8,42,"It's All About Brownsville","DPR","MULTIPOLYGON (((-73.91211598848601 40.66198228264246, -73.91206104861128 40.66176797710389, -73.91177472797973 40.66181319793615, -73.91182966697178 40.662027503610325, -73.91211598848601 40.66198228264246)))","","","9:00 a.m. - 11:00 a.m. & 1:00 p.m. - 3:00 p.m.","9:00 a.m. - 11:00 a.m. &  1:00 p.m. - 3:00 p.m.","9:00 a.m. - 11:00 p.m. & 4:00 p.m. - 6:00 p.m.","","9:00 a.m. - 11:00 a.m. &  4:00 p.m. - 6:00 p.m.",73,25,"Active",11212
"105","B513-GT001",399,"false",159,793,61,"false","true","true","false",NA,"false","false","false","true","true","true","false","true","true","false","false","true","true","true","false","false","","false","false","true","false","false","false","false",55,"B",316,8,42,"Newport Garden","DPR","MULTIPOLYGON (((-73.90771473224842 40.6597778474095, -73.90772182906973 40.65980475784975, -73.90807216594082 40.6597508353471, -73.90803077295172 40.659589189171264, -73.90767976392544 40.65964149458062, -73.90771473224842 40.6597778474095)))","11:00 a.m. - 3:00 p.m.","10:00 a.m.- 1:00 p.m.","10:00 a.m. - 3:00 p.m.","10:00 a.m. - 3:00 p.m.","10:00 a.m. - 2:00 p.m.","11:00 a.m. - 2:00 p.m.","11:00 a.m. - 2:00 p.m.",73,19,"Active",11212
"106","B514-GT001",390,"false",510,880,160,"false","true","true","true",60,"false","false","true","true","true","true","false","true","true","false","false","false","false","true","false","false","false","false","false","false","false","true","true","false",60,"B",305,8,42,"Nehemiah 10 Community Garden","DPR","MULTIPOLYGON (((-73.88641009846366 40.66870489855515, -73.88638356675672 40.668601363406374, -73.8860137380819 40.66866087830236, -73.88599740284238 40.66860086341392, -73.88563527936005 40.66865526169148, -73.88567666510866 40.668816905884576, -73.88578261418353 40.6688009837326, -73.88584653469876 40.66879138373599, -73.88591236095856 40.66878149652807, -73.88597185477357 40.66877256025494, -73.88603878943633 40.668762506577295, -73.8861010052228 40.66875316229826, -73.8861649942592 40.66874355138637, -73.88622565914369 40.66873443873911, -73.88629189341196 40.66872449138296, -73.88641009846366 40.66870489855515)))","6:30 p.m. - 8:00 p.m.","6:30 p.m. - 8:00 p.m.","8:00 a.m.  -  2:00 p.m.","9:00 a.m.  -  3:00 p.m.","","6:30 p.m. - 8:00 p.m.","",75,19,"Active",11207
"107","B515-GT001",522,"false",0,5500,500,"true","true","true","true",1600,"false","true","false","true","true","false","false","true","true","true","false","true","false","true","false","false","false","false","false","true","false","true","true","false",60,"B",305,8,42,"ENY Youth Farm","DPR","MULTIPOLYGON (((-73.88712557138044 40.665691515590005, -73.88697061955577 40.66508740672826, -73.88659894442883 40.66513806691558, -73.88675391548063 40.66574217269448, -73.88712557138044 40.665691515590005)))","11:00 a.m. to 4:00 p.m.","","10:00 a.m. to 4:00 p.m.","","11:00 a.m. to 4:00 p.m.","11:00 a.m. to 4:00 p.m.","11:00 a.m. to 4:00 p.m.",75,19,"Active",11207
"108","B516-GT001",436,"false",0,1111,101,"false","true","true","false",NA,"false","true","true","true","true","true","true","true","true","false","false","false","false","true","false","false","","false","false","true","false","true","false","false",55,"B",316,8,42,"Powell Street Garden","DPR","MULTIPOLYGON (((-73.90144209000884 40.66328408527247, -73.90151838441966 40.66355804727065, -73.90225230238927 40.663447392795504, -73.90218186853106 40.66317242948894, -73.90180943768125 40.66322864212755, -73.90144209000884 40.66328408527247)))","9:00 a.m. - 1:00 p.m.","9:00 a.m. - 1:00 p.m.","","","9:00 a.m. - 1:00 p.m.","9:00 a.m. - 1:00 p.m.","9:00 a.m. - 1:00 p.m.",73,19,"Active",11212
"109","B517-GT001",427,"false",0,6300,420,"false","false","false","false",NA,"false","true","false","true","true","true","false","true","true","true","true","false","true","true","false","false","","false","false","true","true","true","false","false",55,"B",316,8,41,"Phoenix Community Garden","DPR","MULTIPOLYGON (((-73.91119439985927 40.67866452525171, -73.91269873161654 40.678488584822446, -73.91270031015144 40.67847816255953, -73.91114434076336 40.67839477516768, -73.91119439985927 40.67866452525171)))","12:00p - 4:00p","5:00p - 7:00p","10:00 - 4:00pm","9:00 - 4:00pm","5:00p - 7:00p","5:00p - 8:00p","5:00p - 7:00p",73,25,"Active",11233
"110","B518-GT001",226,"false",191.5,260,26,"false","true","true","true",120,"false","false","false","true","true","true","false","true","false","false","false","false","true","false","false","false","","false","false","false","false","false","false","false",56,"B",303,8,36,"Gates Harvest Garden","DPR","MULTIPOLYGON (((-73.92757768118793 40.68894833255533, -73.9276314639986 40.68922927351451, -73.92766671309312 40.68922523435952, -73.92772000083639 40.68921912904014, -73.9276668234424 40.68893811916317, -73.92757768118793 40.68894833255533)))","4:00 p.m. - 6:00 p.m.","10:00 a.m. - 12:00 p.m.","11:00 a.m. - 3:00 p.m.","1:00 p.m. - 3:00 p.m.","","11:00 a.m. - 1:00 p.m.","2:00 p.m. - 4:00 p.m.",81,25,"Active",11221
"111","B519-GT001",488,"false",46,198,18,"false","true","true","true",120,"false","false","true","true","false","true","false","true","true","false","false","true","false","true","false","false","","false","false","false","false","true","false","false",57,"B",303,8,33,"Spencer Street Community Garden","DPR","MULTIPOLYGON (((-73.9549994539733 40.6914041205251, -73.95498974187214 40.69135553133882, -73.95462040478276 40.691397290774205, -73.95463025219846 40.6914465779426, -73.9549994539733 40.6914041205251)))","","","10:00 a.m. - 4:00 p.m.","","","","12:00 p.m. - 7:00 p.m.",79,25,"Active",11205
"112","B521-GT001",406,"false",0,900,100,"false","false","false","false",NA,"false","false","false","false","true","true","false","true","false","true","false","false","false","true","false","false","","false","false","false","false","false","true","",54,"B",305,8,37,"Oriental Garden","DPR","MULTIPOLYGON (((-73.8877025405944 40.673773711538296, -73.88767035141521 40.67365466885173, -73.88730331328819 40.67371482457127, -73.88733258468157 40.6738285559626, -73.8877025405944 40.673773711538296)))","","","9:30 a.m.  -  1:00 p.m.","9:30 a.m.  -  7:00 p.m.","","","",75,19,"Active",11207
"113","B522-GT001",270,"false",0,1600,200,"false","false","false","false",NA,"false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","","false","false","false","false","false","false","false",54,"B",305,8,37,"Jerome-Glenmore Cornerstone","DPR","MULTIPOLYGON (((-73.88729555346798 40.6744048074356, -73.88729823608685 40.67440684162683, -73.88722581650721 40.67411594281049, -73.88740016001003 40.67409763408665, -73.8873813852718 40.67399795473353, -73.88701392194403 40.67404881128826, -73.8871185280193 40.674427183700736, -73.88729555346798 40.6744048074356)))","4:00 p.m.  -  6:00 p.m.","8:00 a.m.  -  6:00 p.m.","4:00 p.m.  -  6:00 p.m.","12:00 p.m.  -  5:00 p.m.","4:00 p.m.  -  6:00 p.m.","4:00 p.m.  -  6:00 p.m.","4:00 p.m.  -  6:00 p.m.",75,19,"Active",11207
"114","B525-GT001",501,"false",172.5,325,25,"false","false","false","true",120,"false","false","false","true","true","true","true","true","true","true","false","false","true","true","false","false","","false","false","false","false","false","false","false",55,"B",303,8,41,"Sumpter Street Community Garden","DPR","MULTIPOLYGON (((-73.91745761433182 40.679909672330375, -73.91751278932617 40.680186636388555, -73.91759480772673 40.680177330704836, -73.91753963358232 40.6799003666865, -73.91750739965268 40.679904023985074, -73.91745761433182 40.679909672330375)))","12:00 p.m. - 6:00 p.m.","11:00 a.m. - 5:00 p.m.","12:00 p.m. - 5:00 p.m.","12:00 p.m. - 3:00 p.m.","12:00 p.m. - 4:00 p.m.","12:00 p.m. - 4:00 p.m.","12:00 p.m. - 4:00 p.m.",81,25,"Active",11233
"115","B526-GT001",106,"false",228,294,42,"false","false","false","true",1100,"false","false","false","true","true","false","false","true","false","false","false","false","false","true","false","false","","false","false","false","true","false","false","false",54,"B",305,8,37,"Cleveland Street Vegetable Garden","DPR","MULTIPOLYGON (((-73.88427172058157 40.674188317612824, -73.88424241912986 40.67408187238606, -73.88423686112786 40.674082681760645, -73.88388289260618 40.674134192967806, -73.88389271472268 40.67417331858402, -73.88389953923821 40.67420050033524, -73.88390659985728 40.674228622462664, -73.88390970671647 40.67424099868414, -73.88426367696546 40.67418948829678, -73.88427172058157 40.674188317612824)))","11:00 a.m. - 1:00 p.m.","11:00 a.m. - 1:00 p.m.","8:00 a.m. - 12:00 p.m.","8:00 a.m. - 12:00 p.m.","11:00 a.m. - 1:00 p.m.","11:00 a.m. - 1:00 p.m.","11:00 a.m. - 1:00 p.m.",75,19,"Active",11208
"116","B527-GT001",255,"false",712,8182,712,"false","true","true","false",0,"false","true","true","true","true","false","false","true","true","true","false","false","false","true","false","false","false","false","false","true","false","true","true","false",60,"B",305,8,42,"Hands & Heart (New Lots Urban Farm)","DPR","MULTIPOLYGON (((-73.89581123470138 40.66072930402539, -73.89513376640252 40.66102618321562, -73.89513061637398 40.66103958183822, -73.895132157912 40.66105417702249, -73.89518366851243 40.661126595822374, -73.89519342904171 40.661137922413715, -73.8952039691069 40.66114984495612, -73.8952145122284 40.66116057701681, -73.89522571044405 40.661174339912996, -73.89523293154386 40.66117999543329, -73.89524603219566 40.66118940606037, -73.8952596550373 40.661198376808656, -73.89527377407998 40.66120689054441, -73.8952883645131 40.66121493283663, -73.89530339798273 40.66122248654947, -73.89531884612784 40.661229539049764, -73.89533467940606 40.66123607680267, -73.89535086945637 40.661242087175005, -73.89536738554965 40.66124755933246, -73.89538419695673 40.66125248244076, -73.89540127176312 40.66125684746556, -73.8954185780515 40.66126064717361, -73.89543608390592 40.66126387343111, -73.89545375622352 40.66126652080483, -73.89547159296335 40.66126687290741, -73.89548946822998 40.66126678739097, -73.89550735482486 40.66126626423081, -73.89552522318306 40.66126530430056, -73.8955430425556 40.66126390937329, -73.8955607857398 40.66126208212595, -73.89557842198528 40.661259825232236, -73.89559592408935 40.661257141368964, -73.89561326247859 40.66125403681301, -73.89576789866477 40.66123118143558, -73.89593236856197 40.66120687320822, -73.89592537985916 40.661175767530786, -73.89589760714955 40.66105214914198, -73.89590463554696 40.661050222993005, -73.89583189675969 40.66074226226789, -73.89581123470138 40.66072930402539)))","","","10:00 a.m. -  3:00 p.m.","","","","",75,19,"Active",11207
"117","B528-GT001",285,"false",66,528,66,"false","false","false","false",NA,"false","false","false","true","true","true","false","true","true","false","false","false","true","true","false","false","","false","false","false","false","false","false","false",55,"B",316,9,41,"Howard Garden","DPR","MULTIPOLYGON (((-73.91911594462105 40.663752951516685, -73.91955797076095 40.6636872869308, -73.91957782490924 40.66359907000875, -73.91941238658457 40.6636216697575, -73.91939190374288 40.663533192268076, -73.91936272445108 40.66353755913387, -73.91907191185938 40.663581074986276, -73.91903812202588 40.6635861310232, -73.91908879491844 40.66375698384735, -73.91911594462105 40.663752951516685)))","10:00 a.m. - 5:00 p.m.","","10:00 a.m. - 5:00 p.m.","","10:00 a.m. - 5:00 p.m.","","",73,19,"Active",11212
"118","B530-GT001",475,"false",253.75,756,42,"false","true","true","true",120,"false","false","true","true","true","true","false","true","false","true","false","false","true","true","false","false","","false","false","false","false","true","false","false",56,"B",303,8,36,"Seasons of Vision Garden","DPR","MULTIPOLYGON (((-73.92727378548781 40.6787895489164, -73.92727911169578 40.67873217238105, -73.92719999503016 40.67872788903014, -73.92712938840263 40.678724066675244, -73.9270704498059 40.67872087573003, -73.92700381138569 40.67871726743418, -73.92699848375918 40.67877464395618, -73.92690325418025 40.67876948838446, -73.92689817063305 40.67882424635954, -73.92696757683909 40.67882800505822, -73.92710625325769 40.67883551323868, -73.92717839760566 40.67883941852773, -73.92726869869388 40.67884430780598, -73.92727378548781 40.6787895489164)))","","","","12:00 p.m. - 2 :30 p.m.","","","",81,20,"Active",11233
"119","B531-GT001",222,"false",12,278.25,39.75,"false","false","true","false",NA,"false","false","false","true","true","false","false","true","true","false","false","false","false","true","false","false","","false","false","false","false","false","false","false",56,"B",303,8,36,"Garden of Plenty","DPR","MULTIPOLYGON (((-73.92820210460171 40.67766160853923, -73.9281801899205 40.677561080288775, -73.92793426788388 40.67754662364203, -73.92792278618968 40.67764518771258, -73.92820210460171 40.67766160853923)))","11:00 a.m. - 4:00 p.m.","11:00 a.m. - 4:00 p.m.","11:00 a.m. - 4:00 p.m.","11:00 a.m. - 4:00 p.m.","11:00 a.m. - 4:00 p.m.","11:00 a.m. - 4:00 p.m.","11:00 a.m. - 4:00 p.m.",81,20,"Active",11233
"120","B532-GT001",183,"false",177.25,954.5,101.5,"false","false","false","true",180,"false","false","true","true","true","true","false","true","true","false","false","false","false","true","false","false","","false","false","false","false","true","false","false",56,"B",303,8,36,"F.A.R.R. Community Garden","DPR","MULTIPOLYGON (((-73.92667133892544 40.67830517135485, -73.92668034030265 40.678085672092614, -73.92661714063539 40.67808241336214, -73.92660023108277 40.67830150504488, -73.92667133892544 40.67830517135485)))","4:00 p.m. - 8:00 p.m.","4:00 p.m. - 8:00 p.m.","4:00 p.m. - 8:00 p.m.","4:00 p.m. - 8:00 p.m.","4:00 p.m. - 8:00 p.m.","4:00 p.m. - 8:00 p.m.","4:00 p.m. - 8:00 p.m.",81,20,"Active",11233
"121","B533-GT001",31,"false",0,2474.5,202,"false","true","true","true",2150,"false","true","false","true","true","true","false","true","true","true","false","false","false","true","false","false","","false","false","false","false","true","false","false",55,"B",316,8,42,"Abib Newborn","DPR","MULTIPOLYGON (((-73.90616390144595 40.65968566753407, -73.90608994525279 40.65938504430315, -73.90570470301115 40.65944364726888, -73.90575942120675 40.65966681052146, -73.90578077770245 40.659663939157966, -73.9058035471502 40.65974155716067, -73.90616390144595 40.65968566753407)))","12:00 p.m. - 5:00 p.m.","1:00 p.m. - 5:00 p.m.","","","","1:00 p.m. - 5:00 p.m.","1:00 p.m. - 5:00 p.m.",73,19,"Active",11212
"122","B535-GT001",15,"false",180,1700,200,"false","true","true","true",300,"true","true","false","true","true","true","false","true","true","true","false","false","true","true","false","false","","false","false","false","false","true","false","false",60,"B",305,8,42,"400 Montauk Community Garden","DPR","MULTIPOLYGON (((-73.87675015169391 40.66850600146945, -73.87661315286579 40.668570982668456, -73.87678732680706 40.66880466605771, -73.87681797968554 40.6688152394283, -73.87694386444164 40.66876099376308, -73.87675015169391 40.66850600146945)))","","","","","","","",75,19,"Active",11208
"123","B538-GT001",546,"false",163.25,344.5,26.5,"false","true","true","true",60,"false","true","true","true","true","true","false","true","true","false","false","false","false","true","false","false","","false","false","false","false","true","false","false",56,"B",303,8,41,"Welcome Home Garden","DPR","MULTIPOLYGON (((-73.92523803890946 40.68472503533718, -73.92529366020214 40.68500454061842, -73.92531310216287 40.68500228664484, -73.92537269396021 40.68499537694052, -73.92538383288867 40.684994085622584, -73.92532821122678 40.68471458038457, -73.92523803890946 40.68472503533718)))","Closed","4:00 p.m. to 6:00 p.m.","11:00 a.m. to 2:00 p.m.","4:00 p.m. to 6:00 p.m.","Closed","11:00 a.m. to 2:00 p.m.","Closed",81,25,"Active",11233
"124","B540-GT001",154,"false",25,300,25,"false","false","true","false",NA,"false","false","false","true","true","false","false","true","false","false","false","false","true","true","false","false","","false","false","false","false","false","false","false",56,"B",308,9,36,"Eden’s Community Garden","DPR","MULTIPOLYGON (((-73.93250525668881 40.67469872275379, -73.93259139770304 40.67470340280383, -73.93262684386723 40.67434885921116, -73.93254071285347 40.67434409724623, -73.93250525668881 40.67469872275379)))","","","","","","","",77,20,"Active",11213
"125","B543-GT001",521,"false",200,1860,130,"false","false","true","true",1100,"false","true","false","false","true","false","false","false","false","true","true","false","false","true","false","false","false","false","false","true","false","true","false","false",60,"B",305,8,42,"Fresh Farm","DPR","MULTIPOLYGON (((-73.88791904340812 40.665573040490436, -73.8878522703898 40.66530262950855, -73.88778056968081 40.665312895716575, -73.88782222430909 40.66547825229107, -73.88763099498225 40.66550613566057, -73.88765776023676 40.66561045063433, -73.88791904340812 40.665573040490436)))","12:00 p.m. - 2:00 p.m.","","9:00 a.m. - 2:00 p.m.","","12:00 p.m. - 2:00 p.m.","","12:00 p.m. - 2:00 p.m.",75,19,"Active",11207
"126","B544-GT001",1,"false",213.25,276,23,"false","false","true","true",500,"false","true","false","true","true","true","true","true","false","false","false","false","true","false","true","false","","false","false","false","false","true","true","false",57,"B",303,8,35,"100 Quincy Community Garden","DPR","MULTIPOLYGON (((-73.95730985872362 40.68611105135282, -73.95725289818583 40.68582397342743, -73.95716376580654 40.68583422144818, -73.95722057385665 40.68612053482462, -73.95730985872362 40.68611105135282)))","Closed","Closed","9:00 a.m. to 1:00 p.m.","9:00 am - 1:00 pm","Closed","10:00 a.m. to 12:00 a.m.","Closed",79,25,"Active",11238
"127","B546-GT001",195,"false",92.5,331.5,19.5,"false","false","false","true",120,"false","false","false","true","true","true","false","true","true","true","false","false","true","true","false","false","","false","false","false","false","false","false","false",56,"B",303,8,36,"Feeding Tree Garden","DPR","MULTIPOLYGON (((-73.9448695820924 40.68592071808933, -73.94456253018166 40.68595600129163, -73.94457350324541 40.68601025803489, -73.94488024306774 40.685975009774, -73.9448695820924 40.68592071808933)))","","","","","","","",79,25,"Active",11216
"128","B549-GT001",556,"false",48.5,600,40,"false","false","true","true",1000,"false","true","false","true","true","true","true","true","false","true","false","true","true","true","false","false","","false","false","false","false","true","false","false",57,"B",303,8,36,"Whole Neighborhood Garden","DPR","MULTIPOLYGON (((-73.9550411347112 40.68971771047165, -73.95467357150507 40.689759925534965, -73.95469464511983 40.68986756949476, -73.95472173168523 40.68986445807535, -73.95506220890721 40.68982535256369, -73.9550411347112 40.68971771047165)))","","","10:00 a.m. - 3:00 p.m.","10:00 a.m. - 3:00 p.m.","","","",79,25,"Active",11205
"129","B550-GT001",314,"false",0,1413,136,"false","true","true","true",1000,"false","true","false","true","true","false","false","true","true","true","false","false","true","true","false","false","","false","false","false","false","true","false","false",53,"B",301,7,34,"Keap Fourth Community Garden","DPR","MULTIPOLYGON (((-73.95465863124053 40.70915068897213, -73.95483834428536 40.7092148462939, -73.95493352005634 40.70906602820267, -73.95475380731996 40.709001872829255, -73.95465863124053 40.70915068897213)))","10:00a - 7:00p","10:00a - 7:00p","10:00a - 7:00p","10:00a - 7:00p","10:00a - 7:00p","10:00a - 7:00p","10:00a - 7:00p",90,18,"Active",11211
"130","B551-GT001",537,"false",NA,NA,NA,"false","true","true","true",1000,"false","true","false","true","true","false","false","true","true","false","false","false","false","false","false","false","","false","false","false","false","true","false","false",52,"B",302,10,33,"Vinegar Hill Community Garden","DPR","MULTIPOLYGON (((-73.9825438492641 40.70158844248579, -73.98272429132824 40.70159468324259, -73.98273230797089 40.70144789469784, -73.98259691666117 40.70144323847085, -73.98254648707885 40.701451474121136, -73.9825438492641 40.70158844248579)))","","","10:00 a.m. - 3:00 p.m.","11:30 a.m. - 4:00 p.m.","4:00 p.m. - 6:00 p.m.","","",84,26,"Active",11201
"131","B552-GT001",239,"false",NA,300,20,"false","true","true","true",400,"false","false","false","true","true","false","false","true","true","true","true","false","true","true","false","false","","false","false","false","false","false","false","false",50,"B",301,7,34,"Grand Street Community Garden","DPR","MULTIPOLYGON (((-73.9590490218458 40.713683360242804, -73.9589822287339 40.71365614824827, -73.95881924222185 40.713894466014075, -73.95883132046511 40.71390051546136, -73.95887950686543 40.71392465465941, -73.95897122126802 40.71378706505552, -73.95897559517745 40.71378925575547, -73.9590490218458 40.713683360242804)))","9:00a - 1:00p","9:00a - 1:00p","10:00a - 2:00p","10:00a - 2:00p","9:00a - 1:00p","9:00a - 1:00p","9:00a - 1:00p",90,59,"Active",11211
"132","B553-GT001",20,"false",NA,364,26,"false","false","false","true",1000,"true","true","false","true","true","true","false","false","false","true","false","false","false","true","false","false","","false","false","false","false","true","false","false",50,"B",301,7,33,"61 Franklin Street Garden","DPR","MULTIPOLYGON (((-73.9573284794473 40.727522042978954, -73.9573220621909 40.72752264934465, -73.95733376178678 40.7275912904692, -73.95759297011574 40.7275667834214, -73.9575812702566 40.727498143223514, -73.95756901851234 40.72742626098824, -73.95731200070693 40.72745056077695, -73.95732650223347 40.727513464898855, -73.9573284794473 40.727522042978954)))","","","10:00a - 6:00p","10:00a - 6:00p","","","",94,59,"Active",11222
